temperature,humidity,moisture,nitrogen,potassium,phosphorus,label
36.5,50.3,55.4,67.7,31.5,9.9,Diseased
20.2,70.9,27.6,34.2,28.4,36.8,Diseased
28.6,81.6,44.6,99.7,42.3,45.3,Healthy
29.7,72.4,38.4,44,31.7,28,Healthy
24.4,84,69,14.2,20.9,13,Diseased
25.6,72.8,53.5,30,11.4,21.1,Diseased
29.1,69.4,37.2,68.6,26.5,12.8,Healthy
29.5,61.9,54.4,40.4,18.5,10.8,Diseased
26.7,44.7,48.6,79.4,13.2,8.6,Diseased
32.2,42.2,68.7,56.5,60.4,12.5,Diseased
34.3,84,62.5,62.5,23.2,41.3,Diseased
34.1,89.1,35.2,26.4,47.7,49.9,Diseased
27,68.7,23.5,71,40.8,9.2,Diseased
31.2,85.7,58.1,64.6,66.1,6.2,Diseased
32.1,83.7,31.9,90.1,41.2,44.7,Healthy
29.6,89.4,43.7,70.6,50.8,34.9,Healthy
22.2,79.4,46.9,69,56,8.5,Diseased
31.8,68.5,24.3,14.7,52.1,21,Diseased
29.4,43.2,40,14.1,29.3,20.6,Diseased
36.1,89.3,37.8,23.9,25.6,15.3,Diseased
32.6,47.8,45.7,43.6,20.1,14.4,Healthy
34,58.7,60.8,65.6,39.1,24.9,Diseased
22.7,78.8,43.1,96.4,37.3,23.6,Healthy
36.5,54.5,24.1,99,60.5,32,Diseased
25.1,51.7,37.5,97.1,77.7,14.8,Healthy
20.4,50.8,56.9,49.5,74.9,39.4,Healthy
37.8,83.5,63.5,20.8,54.5,14.5,Diseased
34,74.9,28.3,93,70.8,48.3,Diseased
24.3,63.2,31.2,99.1,38.5,8.1,Diseased
25.8,87,33.5,35.5,38.3,14.4,Healthy
39.7,46.6,55.8,36.8,52.9,7.1,Diseased
36.9,56.9,69.2,55.8,24.6,40.7,Diseased
28.2,59.7,62,33.5,30.3,42.1,Diseased
30.5,53.4,20.4,71.6,13.4,6.6,Diseased
34.1,67.6,55.6,83,50.1,9.4,Diseased
32.9,84.8,34.8,11.4,22.1,33.5,Diseased
38.4,84.1,59.9,95.2,71.3,17.8,Healthy
25.6,74,66.5,65.4,40.3,17,Diseased
24.4,68.1,46.3,32.2,78.1,8.2,Diseased
22.9,75.5,42.8,56.1,57,28.8,Healthy
38.6,45.2,55,74.5,31.8,33.1,Healthy
29.6,43.9,69.6,50.7,10.6,11,Diseased
38.2,79.2,47.3,83.4,11.3,23,Diseased
38.4,56.6,38,15.2,46.4,35.9,Diseased
23.5,77.9,67.1,35.4,32.1,40.8,Diseased
33.1,42.1,35.5,17,40.9,39.3,Diseased
31.5,79.2,32.7,77,71.5,13.5,Healthy
30.3,81.4,50.1,34.7,24.8,28.6,Healthy
20.3,60.6,36,16.6,21.6,34.4,Diseased
28.7,83.6,20.6,74.4,65.8,10.2,Diseased
39.5,88.4,28.7,69.3,74.6,13.4,Diseased
28.3,57.7,46.8,64.3,73.6,34.4,Healthy
33.9,86.9,36.9,20.9,56.7,24.6,Diseased
20.1,78,67.6,16.8,24.4,37.4,Diseased
33.8,86.7,65.1,25.6,13.6,20.7,Diseased
20.8,86.9,43.9,61.3,52.1,23.6,Healthy
34.9,83.9,43.7,11.3,61.2,18.9,Diseased
27.7,70.1,49.4,38,50.7,46.4,Healthy
25.2,51.8,20.1,22.5,15.7,35.8,Diseased
31.2,54.6,33.2,24.5,16.6,39.4,Diseased
23.3,87.1,26.1,20.3,35.7,35.1,Diseased
24.3,75.1,36.1,77.8,21.5,31.4,Healthy
31.7,81,69.1,19.6,37.4,7.8,Diseased
29.2,59.7,42.1,59.1,44.1,6.9,Diseased
39.3,56.5,63.6,88,73.1,24.8,Diseased
27.1,87.3,66.1,56.7,76.3,45,Diseased
31.8,41.3,52.7,53.8,72.6,26.4,Healthy
22,50,67.7,16.9,23.1,34.4,Diseased
20.6,49.2,62.3,65.7,54.6,5.7,Diseased
23.6,41.5,50.3,59.6,75.1,45.5,Healthy
39.6,53.2,50.5,24,23.9,47.8,Diseased
27.6,57.9,54.9,55.6,36.6,14.8,Healthy
23,74.7,44.3,71.5,21.7,49.8,Healthy
20.9,67.4,31.3,97.4,60,36.3,Healthy
30.4,77.4,42.7,28.6,74.5,6.8,Diseased
21.8,65.5,52.4,55.5,47,32.7,Healthy
27.7,66.6,59.5,67.7,77.2,23.7,Healthy
21.4,89,68,25.2,28.9,5.6,Diseased
36.3,88.2,37.5,52.1,27.5,23.9,Healthy
33.1,76.5,57.3,59.6,55.1,33.8,Healthy
32.7,78.1,68.3,57.2,40.1,20,Diseased
35.6,89.5,51.3,50.9,79.6,14.8,Healthy
32.7,47.1,45.3,34.2,19.9,11.2,Diseased
37.1,42.7,33.5,56,10.1,11.5,Diseased
22,87.9,61.4,26.5,29.9,46.4,Diseased
29.6,59.3,62.9,40.1,77.1,16.3,Diseased
38.4,68.8,54.5,24.6,58.1,37.7,Diseased
38.8,52.2,34.8,97.1,33.7,45,Healthy
35.2,53.2,51.3,55.1,27,11.7,Healthy
20.9,73.3,32.2,55.8,21.5,47.7,Healthy
21.3,47.1,68,54.2,60,36,Diseased
22,80.6,64.6,37.2,62.8,11.6,Diseased
23.9,67.4,37.7,84.2,74.4,38.6,Healthy
25.9,57,26.6,57,60.3,15.7,Diseased
31.5,88.9,46.6,56.7,59.7,35.1,Healthy
26,51.1,32.4,52.8,77,32.4,Healthy
30.8,44.4,39.4,54,39.8,32.6,Healthy
36.5,87.3,29.7,20.9,36.9,36.9,Diseased
24.5,79.7,49.6,99.9,18.4,13.9,Diseased
22,83.7,65.5,43.1,68.9,32,Diseased
29.5,83.1,49.5,74.3,74.7,32.5,Healthy
34.2,58.7,47.3,59.4,77.7,46.1,Healthy
22,66.7,49.1,28.8,68.9,14,Diseased
21.5,45.6,68.6,12.9,48.8,27.6,Diseased
23.4,44.8,54.9,18.5,41.4,28.2,Diseased
31.4,65.8,42.7,79.3,78.2,34.4,Healthy
25.9,83.2,28.2,53.2,76.3,37.4,Diseased
29.5,63.7,44.8,93.6,19.7,23,Diseased
24.5,42.3,41.2,41.6,42.1,47.6,Healthy
26.7,47.9,35.9,88.5,47.6,44.7,Healthy
20.4,80.1,66.5,12.2,42.7,35.3,Diseased
27.5,61.8,67.1,21,73.1,19.3,Diseased
30.9,65.8,25.4,38.1,48,21.8,Diseased
30.5,64.4,40.1,14.5,78.1,21.2,Diseased
29.2,82.7,26.8,39.9,11.6,10.2,Diseased
21.3,44.5,62.7,45.7,65.7,21.1,Diseased
21.5,69.1,46.7,35.1,12,10.2,Diseased
36.5,88.2,39,39.5,32.8,46.5,Healthy
30.7,64.6,26.1,44.5,63.7,30.2,Diseased
21.5,53.9,32.2,82.2,54.7,42.3,Healthy
28.6,60.2,40.8,87.7,39.5,18.5,Healthy
24.6,66.9,51.4,16.8,34.3,36.6,Diseased
32.1,72.3,68.3,35.4,57,19.6,Diseased
23.4,62.4,65.4,48.4,70.2,17,Diseased
27.1,47.3,35.3,70.1,26.2,12.5,Healthy
25.1,72.3,50.4,85.3,55.5,33,Healthy
33.9,61,45,29,57.3,20.8,Diseased
33.2,62.1,54.4,59.1,77.9,11.6,Healthy
33.7,64.8,48.6,86.4,25.2,49,Healthy
27.4,46,23.5,74.3,34,14.8,Diseased
22.7,62.4,68.9,22,39.9,30.3,Diseased
37.7,81.2,20.4,79.2,40.1,45.5,Diseased
36.6,68.5,40.4,37.2,70.3,15.9,Healthy
25.7,79.5,49.1,37.7,75.6,29.5,Healthy
23.2,83.7,28,72.3,58.3,46.7,Diseased
21.8,61.3,42.7,35.8,41.2,30.2,Healthy
29.7,45.2,49,46.8,66.1,40.4,Healthy
31.8,88.9,58.3,96.1,44.3,8.7,Diseased
33.9,71.7,25,75.5,78.3,24.5,Diseased
21.6,81,34.3,22.2,31.4,40.6,Diseased
31.4,89,59.3,96.5,22.4,16.1,Healthy
20.8,89.6,45.9,71.2,59.9,18.7,Healthy
25.4,70.6,59.3,65.8,69,44.7,Healthy
32.1,83.8,62.9,92,30,8.6,Diseased
37.3,62.8,20.2,32.6,64.3,38.8,Diseased
23.3,66.6,43.7,29.9,25.6,33.2,Diseased
30.3,77.6,50.6,30.6,48.2,38.7,Healthy
22.5,73,23.1,47.2,69.9,38,Diseased
31.5,63.1,58.7,55.8,13.9,45.5,Diseased
34.3,51.1,22.6,97.5,14.2,9.9,Diseased
36,88.6,43.2,60,17,42.2,Diseased
26.1,87.4,55.6,65,79.9,22.6,Healthy
35.2,59.8,29.4,15.9,67,24.1,Diseased
34.1,89.6,53.5,10.2,10.8,7.6,Diseased
33.9,89.9,35.9,50.9,19.9,43.4,Diseased
22.6,88.6,42.3,27.2,46.6,20.3,Diseased
25,60.6,46.6,23.4,28.7,9.1,Diseased
32.5,84.1,34.1,71,35.5,14.6,Healthy
33.6,83.6,56,62.1,19.1,38.4,Diseased
33.8,83.2,23.8,42,58.2,6.3,Diseased
27.4,61.3,39.9,28.1,69.1,42,Diseased
37.3,73.3,58.4,26.8,74.8,31.1,Diseased
37.4,61.8,55.3,43.4,16.5,48.5,Diseased
32.6,73.5,61.1,90.3,12.8,11.1,Diseased
32.8,46.7,55.2,11.9,77.3,44.6,Diseased
31.6,66.5,49.8,15.8,42.2,30,Diseased
35.2,40.5,36.1,75.6,74.2,23.7,Healthy
29,59.3,37.6,18.4,54.1,9.6,Diseased
30.2,72.6,38.2,95.8,14.9,29.7,Diseased
21.7,79.8,31.2,51.3,36.6,15.9,Healthy
36.2,51,38.7,21.4,21.4,8.7,Diseased
25.9,73.5,56.6,89.5,70.4,21.9,Healthy
34.5,77.5,23.7,29.1,58.9,21.9,Diseased
24.7,86.2,38.5,73.9,61.2,24.4,Healthy
27.1,76.7,48.7,25.2,36.9,30.7,Diseased
26.6,59,56.7,48.9,64.3,28.1,Healthy
21,66.1,69,64.7,39.6,47.8,Diseased
20.9,89.2,24.1,48.3,52.5,25.3,Diseased
37.9,46.3,26.3,63.4,20.9,31.1,Diseased
27.6,46.9,43.6,44.3,31.4,23.5,Healthy
39.5,67,31.2,87.5,72.8,14.5,Healthy
34.9,54.6,51.6,99.6,72.1,34.5,Healthy
36.9,69.6,26.4,27.2,60.7,42,Diseased
30.8,87.4,56.9,21.7,68.6,42.5,Diseased
29,50.9,29.1,56.8,20.1,28.2,Diseased
21.1,72.9,68.4,48.5,49.8,35,Diseased
36.9,43.9,63,77.5,68,31.6,Diseased
29.6,53.1,21.2,86.7,14.8,18.8,Diseased
36.6,55.7,26.2,79.9,78.3,47.6,Diseased
30.8,54,37.1,12.7,32.4,13.8,Diseased
22.3,85.4,30.6,42.6,29.9,34.2,Healthy
39.5,67.1,24.7,91.2,26.8,26.5,Diseased
25.4,56.1,39.4,20.2,11.2,34.3,Diseased
27.9,48.1,21.1,58.6,51.2,49.3,Diseased
39.1,76.9,46.9,35.4,34.6,25.8,Healthy
20.1,60.1,62.6,57.8,48.4,48.7,Diseased
32.9,82.2,24,56.6,32.3,37.6,Diseased
31.5,59.7,43.9,60.5,66.8,20.6,Healthy
23.7,47.4,64.8,89.7,62.5,14.2,Diseased
39,48.6,49.1,77.9,65,34.7,Healthy
33.3,78.1,41.9,12.3,74.4,30.3,Diseased
39.7,45.8,36.2,63.4,43.1,33.7,Healthy
26.8,74.3,68.8,92.4,28.4,32.4,Diseased
39.7,42.5,64.8,34.7,25.5,34.8,Diseased
21.1,67.2,44.3,77.4,63.4,15.9,Healthy
28.2,64.4,53,20,79.9,16.7,Diseased
29.2,72.7,30.9,31.8,24,8,Diseased
29.3,86.7,56.7,84.9,28.5,6.6,Diseased
21.3,49.4,43.3,94,31.5,6.4,Diseased
38.8,52,62.4,72.8,71.2,45.5,Diseased
23.8,84.8,26.1,46.8,48.2,10.6,Diseased
32,48.1,26.8,27.7,17.7,20.9,Diseased
21.6,52.4,53.1,21.9,53.9,32.9,Diseased
26.7,57.3,41.6,87.6,46.5,33.4,Healthy
30.6,73.7,57.7,15,31.2,39,Diseased
37.6,48.4,23.3,34.8,21.4,18.1,Diseased
34.8,50.2,39,83.2,41.5,13.7,Healthy
24.5,66,23.2,76.7,75,42.6,Diseased
28.6,42.5,40.4,13.5,76.3,18.5,Diseased
22.8,61.1,67.4,98,42.2,43.5,Diseased
25.9,79.3,66.5,94.5,17.5,30.4,Diseased
38.2,86.3,46,44.2,69.3,8.5,Diseased
22.6,71.4,23,16.2,45.8,33.3,Diseased
39.8,74.7,31,38.2,39.5,28.1,Healthy
20.8,45.5,27.2,49.3,59.5,7.3,Diseased
39.4,51.2,21.2,40.1,66.7,41,Diseased
26.1,65.9,62.7,42.3,21.3,25.6,Diseased
26.3,65.2,35.5,26.3,52.5,46.3,Diseased
39.7,42.9,67.5,16.3,21.3,48.5,Diseased
23.7,43.5,66.4,44.2,55.8,13.4,Diseased
37.7,85.5,20.6,69.4,20.8,15.9,Diseased
25.7,46.9,28.9,36.6,62.7,27.1,Diseased
27.7,50.6,65.3,82.6,40.2,23.7,Diseased
37.2,77.4,31.8,53.9,47.6,22.1,Healthy
24.1,48.9,30.2,40.1,22.3,36.2,Healthy
20.4,50,49.4,62.8,62.2,24,Healthy
24.5,64,31.1,20.2,42.7,33.7,Diseased
27.2,73.6,56.6,51.1,72.4,16.6,Healthy
37.8,52.7,48.7,80.9,42.6,35.3,Healthy
36.3,51,39.5,34.2,63.5,15.3,Healthy
30.4,80.4,69.5,56.2,14.7,35.5,Diseased
20.1,86.4,49.7,66.1,16.3,7,Diseased
23.5,47.9,52.5,84,31,12.6,Healthy
36.6,50.9,59.2,72.7,76.8,11.8,Healthy
32.5,61.8,59.9,75.4,68,26.2,Healthy
30.8,68,63.9,66.1,24.6,42.2,Diseased
24.7,75.6,46.4,81.3,26,21.8,Healthy
29.4,59.3,41.7,30.4,75.9,36.9,Healthy
26.1,65.7,42.3,75,52,7.1,Diseased
33.7,59,20.8,71.5,76.8,18.1,Diseased
31.3,67.4,25.6,35.9,17.6,31,Diseased
37.6,73.9,61.8,40,52.1,5.4,Diseased
20.4,49.8,44.5,95.5,30,44.8,Healthy
26.3,54.9,25.9,16.2,29,35.1,Diseased
26.3,41.1,52.8,26.5,27.5,39.3,Diseased
29.2,63,33.5,26.8,21.5,29.9,Diseased
28.8,40.6,57.5,73.7,28.3,44,Healthy
21.5,59.9,54.1,52.9,57.4,46.6,Healthy
24.1,55.5,41.2,35.1,68.6,43.4,Healthy
32.5,52.1,53.5,70.4,32.9,19.8,Healthy
37.9,79.5,49.5,72.2,37.2,10.3,Healthy
22.9,47,56.8,29.7,28.9,46.6,Diseased
38.4,43.2,53.7,37.8,10.8,37.3,Diseased
32.1,89.1,46.4,23,37.7,19.7,Diseased
24.1,85.6,63.9,48.7,72.8,24,Diseased
21.4,82,40.9,12.8,59.6,24.9,Diseased
35.8,62.4,20.7,72.2,50.3,23.8,Diseased
20.7,42.7,28,71.9,14.6,9,Diseased
28.2,41.8,50.1,37.2,71.3,40.6,Healthy
28.7,50.7,32.5,45.4,26,19.9,Healthy
26.8,41.7,61.5,61.6,18.4,12.7,Diseased
30.8,81.4,60.1,63.1,16.2,7.1,Diseased
28.4,80.3,55.5,17.2,13.8,36.9,Diseased
30.7,62.8,36.5,32.9,69.7,29.4,Healthy
28.7,85.1,43.2,86.3,68.8,17,Healthy
29.6,78.3,21.6,28.8,51.2,32,Diseased
37.8,62.7,39.4,64.6,30.7,21.9,Healthy
26,61.2,65.8,66.3,23,49.4,Diseased
34.4,44.8,34.2,56.6,74.6,15,Healthy
33.6,49.3,29.8,67.1,14.3,27.4,Diseased
26.3,73.2,45.4,33.3,33.3,15.9,Healthy
22.8,84.2,39.6,26.8,54.6,34.9,Diseased
40,64.2,55.1,68.6,23.3,13.6,Healthy
23.7,51.1,46.7,79,12.1,15.3,Diseased
22.6,63.3,56.1,56.7,75.2,47.8,Healthy
30.6,46.3,23.9,24,64.6,15.7,Diseased
34.9,56.5,33.7,37,36.8,25.2,Healthy
21.6,61.8,33.8,38.6,72.6,8.2,Diseased
30.7,81.9,46,37.5,78.5,30.8,Healthy
30.9,85.9,39.3,97.7,30.3,22.9,Healthy
25.1,71.4,37.8,34.9,27.6,20,Healthy
34.4,65,20.4,87.3,59.9,45.6,Diseased
29.3,70.4,63.3,13.2,46.9,10.1,Diseased
28.4,71.4,39,93.8,64,16.6,Healthy
30,61.6,69.1,39.3,69.8,9.3,Diseased
28.2,83.3,42.3,43.9,80,16.9,Healthy
28.7,42.5,41.5,11.8,14.5,45.2,Diseased
25.2,40.4,35.2,65.3,31.4,12.2,Healthy
21.7,87.5,39.8,50.6,39.5,14.3,Healthy
22.2,61.4,37.7,31.9,10.2,34,Diseased
37.3,66.7,25.7,47.4,69,30.8,Diseased
29.1,40.3,68,89.7,56.8,8.7,Diseased
35.6,46.1,58.8,77.3,68.2,31.1,Healthy
39.1,44.6,55,65.9,13.2,42.7,Diseased
28,88.8,55.7,56.3,33.1,33.2,Healthy
28.9,51,58.3,38.6,78.9,47.7,Healthy
21.6,42.1,41.8,92.6,50.4,34.6,Healthy
21,57.1,44.4,90.5,41,19.1,Healthy
21.8,80.7,26.4,88.8,20.7,8.3,Diseased
33.5,64.6,48.6,63.5,58.2,26,Healthy
20.9,63.4,67.8,52.6,67.8,31.7,Diseased
33.2,59.6,20.2,19.1,18.3,8.3,Diseased
36,45,33.7,87.5,51.5,14,Healthy
21.5,87.1,45.4,55.1,53.1,20.4,Healthy
30.3,71.5,52.1,49.5,38.8,12.4,Healthy
35.1,76.7,66.1,28.2,42.8,24.9,Diseased
31.4,47.1,46.2,88.8,69.2,8,Diseased
29.7,76.7,39,56.4,10.6,34.7,Diseased
21.6,50.3,27.6,15.6,25.5,33.6,Diseased
39.4,73.7,51.6,97.6,58,35.1,Healthy
31.3,83.6,28.4,52.5,52.3,5.1,Diseased
37.2,60.9,22.8,83.7,78.6,18.7,Diseased
26.5,80.9,67.4,13.4,65.1,9.3,Diseased
36.1,46.3,64.8,66.1,19.4,41.6,Diseased
35.1,77.3,34.4,18.9,65,12,Diseased
31.4,56.4,22.5,82.5,59.2,32.4,Diseased
38.6,59.1,60.4,49.8,23,34.6,Diseased
25.9,88.4,59.1,67.8,65.2,12.1,Healthy
24.7,52.4,66.2,57.9,10.1,38.4,Diseased
24.3,44.6,61.2,52.5,16.7,31.2,Diseased
38.9,56.5,30.8,17.2,76.7,37.5,Diseased
33.1,65.9,38,15.5,63.5,15,Diseased
29.7,88.3,20.5,77,43.7,22.1,Diseased
22.3,79,45.8,22,39.9,23.8,Diseased
20.9,67.5,44,38.5,69.4,18.4,Healthy
25.2,84.1,26.4,37.9,47.9,11.5,Diseased
29.1,53.7,57.9,37.8,23.3,40.8,Healthy
32.7,58.1,32.8,87.4,69.8,37,Healthy
32.3,88.8,47.1,13.8,63.8,37.2,Diseased
30.4,76.2,38.9,85,32.4,28.4,Healthy
27.6,66.4,54.8,60.4,21.2,27.7,Healthy
29.1,82.9,32,90.3,79.9,45.4,Healthy
31.1,51.4,56.6,80.1,54.4,26.8,Healthy
37.2,62.5,41.8,78,75,35,Healthy
34.5,64.8,37.2,93.6,61.5,33.6,Healthy
25.8,63.9,36.5,28.3,56.3,37.4,Diseased
30,69.1,25.1,26.2,17.6,6.3,Diseased
35.1,87.9,64.7,99.6,19.9,13.3,Diseased
35.6,58.9,24.5,43.4,20.1,5.9,Diseased
22.8,83.4,58.1,54.7,23.4,46.5,Healthy
24.3,49.9,56.3,12,41.2,31.3,Diseased
31.3,67.3,47.3,82.4,21,17.8,Healthy
39.2,80.2,67,74.3,78.7,48.3,Diseased
30.2,81.9,48.8,25.2,19.1,5.1,Diseased
21,84.5,67.5,10.9,75.8,32.1,Diseased
26.2,76.5,49.8,58.1,48.1,45.7,Healthy
22.5,63.1,57,37,52.9,26.4,Healthy
20.3,79.2,38.4,91.3,50.9,47.6,Healthy
35.3,54.9,43.9,85.9,19.5,42.3,Diseased
33.2,44.3,55.4,99.6,73.4,33.5,Healthy
30.8,74.5,53.2,38.6,39.2,39.6,Healthy
30,70.2,26.9,13.9,60.7,43,Diseased
31.3,58,36.1,82.5,43.7,22.6,Healthy
23.6,63.8,28.3,11.2,43,22.9,Diseased
21.4,49,26.6,19.5,64.1,19.2,Diseased
22,50.8,67.4,79.2,58.5,47.2,Diseased
32.6,59.7,36.8,13.5,27.9,32.7,Diseased
20.2,75.4,37.2,57.5,41.3,49.2,Healthy
35.2,50.4,68.2,61.7,41.6,30.7,Diseased
20.3,88.4,58.5,74.4,67.7,24.7,Healthy
25.5,58,43.5,19,48.4,43.9,Diseased
32.2,83.2,52.4,18.4,10.4,32.5,Diseased
38.4,44.7,38.5,83.4,73.2,13.5,Healthy
23.6,51.4,52.7,99.4,48.9,32.1,Healthy
26,40.9,59.7,84.7,14.6,26.5,Diseased
26.4,68.1,65.2,95.7,43.8,49.6,Diseased
32.1,85.3,50.1,68.3,59.4,35.7,Healthy
31.2,51.5,51.3,42.6,79.5,35.1,Healthy
34.8,56.3,34.5,33.7,51.8,47.4,Healthy
30.1,48.9,63.6,85.2,13.4,47.9,Diseased
27.5,47.6,59.4,90.3,13.2,43.9,Diseased
31.6,73.7,51.1,19,34.8,31.2,Diseased
37.8,77.3,69.7,74,41.5,36.9,Diseased
20.7,80.2,64.6,49.5,27.4,5.6,Diseased
23.5,73.2,62.8,49.3,11,40,Diseased
23.9,69.2,38.7,73.3,67.9,22.3,Healthy
33.9,63.5,27.5,68.1,77.5,43.9,Diseased
39.6,60.6,51.9,80.9,58.2,38.2,Healthy
34.3,63.9,51,63.2,37.7,35.1,Healthy
38.6,85.5,35.9,47.8,16.4,19.6,Diseased
27,71,44.5,51.4,63.2,14.5,Healthy
28.8,78.7,42.4,32.9,68.3,11.2,Healthy
26.1,81.3,21.6,34.3,17.2,7.7,Diseased
22.3,73.6,63.5,18.6,40.1,48.1,Diseased
37.1,56.6,51.6,95.1,76,26.3,Healthy
32.1,67,50.7,95.8,33.4,6.5,Diseased
37,46.4,63,14.6,11.6,5.1,Diseased
37.4,79.7,44.3,85.2,69.6,34.5,Healthy
23,69.7,58,76.4,75.7,5,Diseased
33.3,51.7,59.2,91.7,23.6,24.9,Healthy
20.9,52.7,67.6,15.1,55,26.7,Diseased
23.3,82.5,29.3,80.9,21.9,47,Diseased
31.8,43.3,64.8,16.9,30.1,34.4,Diseased
37.5,79.4,41.2,86.6,43.3,34.8,Healthy
25.7,86.7,38.4,76.2,30.6,15.1,Healthy
34.3,66.8,56.4,97.5,69,41.1,Healthy
31.5,56.3,43.9,45.3,34.6,26.4,Healthy
30.5,79.7,49.8,25.4,64.6,39.2,Diseased
27.8,47.9,63,24.9,54.1,37.5,Diseased
34.8,83.5,22.4,83.6,44,27.5,Diseased
38.3,61.5,29.8,29.2,33.1,45.3,Diseased
36.6,64.7,30.4,80.9,71.6,11.8,Healthy
20.4,86.4,46.7,35.2,47.4,49.4,Healthy
28.6,76.6,64.8,86,30,35.3,Diseased
39.4,70.8,26.5,84.5,43.6,46.2,Diseased
23.4,59.6,69.4,85.7,64.7,27,Diseased
20.9,60.8,49.1,59,52.4,45.3,Healthy
28,53.2,36.4,12.7,69.3,17,Diseased
30.5,75.4,30.8,54.2,27.1,27.3,Healthy
24.2,77.7,20.9,26.9,44.6,9.6,Diseased
29.5,62.4,36.2,90.4,64.8,46.1,Healthy
30.7,43.9,23.2,50.3,43.9,44.2,Diseased
38.7,79.7,41,35.9,12.9,8.7,Diseased
33.8,83.6,23,79.3,74,14.6,Diseased
25.6,47.8,69.8,60.6,44.3,18.6,Diseased
37.2,56,24,60.7,19.7,16.7,Diseased
31.8,50,48.8,43.6,13,30.5,Diseased
28.2,68.8,63.6,53.7,18.8,12.4,Diseased
22.6,51.6,49,22.6,37,20.3,Diseased
26.5,84.5,58.7,46.6,26,36.8,Healthy
36.8,71.2,23.5,58.6,67.6,18.5,Diseased
39,45.2,50.4,11.9,39,42.7,Diseased
24.4,73.5,67,96.8,67,47.8,Diseased
33.5,53.2,63.2,94.6,14,42,Diseased
35,86.4,64.6,99.5,25.5,27.8,Diseased
30.5,45.9,62.6,99.2,57.3,49,Diseased
27.8,57.9,28.2,39.7,22.8,32.1,Diseased
36,80.7,24.6,20.4,79.6,33.7,Diseased
38.3,88.2,69.6,32.4,10.1,40.7,Diseased
21.2,60,65.5,17.2,15.4,39.7,Diseased
26.9,80.9,39.7,53.7,30.4,47.1,Healthy
37.9,86.5,48.7,61.6,76.7,7.6,Diseased
37.9,42.8,55,64.2,63.3,19.8,Healthy
34.1,52.9,20.7,32.2,64.4,46.9,Diseased
38.5,74.4,47.9,79.5,11.4,19,Diseased
24.8,65.6,20.3,57.2,27.5,44.9,Diseased
32.5,88.4,51.4,25.7,16,16.8,Diseased
27.9,47.4,65.6,27.1,43.9,44.5,Diseased
20.1,41.1,47.1,72.1,43.8,40.5,Healthy
39.6,53,52,27.9,62.8,28.3,Diseased
25.6,71.6,35.3,19.2,77.2,44.5,Diseased
32.8,62.3,52.1,29.8,52.3,20.1,Diseased
24.6,72,53.9,83.2,27.4,32.9,Healthy
37.2,46.1,46.3,60.5,17,29.6,Diseased
26,40.9,47.9,98.7,59.2,5.5,Diseased
37.6,43.8,31.6,54.3,15.4,26.7,Diseased
31.6,55.5,52.3,27.9,19,6.6,Diseased
39,54.5,64.8,46.9,66.7,24,Diseased
35.5,51.7,53.6,81,29.8,23.9,Healthy
39.2,82.4,67.6,58.1,45.2,18.7,Diseased
25.9,47,50.4,82.8,64.5,28.2,Healthy
32.8,45.8,53.1,37.9,66.9,17.9,Healthy
23.2,80.4,37.9,76.3,38.6,33.2,Healthy
25,89.6,39.1,77.8,49.6,40.1,Healthy
34.4,48.1,23.9,71.4,51,14.9,Diseased
23.2,89.3,41.2,87.7,22.9,10,Healthy
29.9,64.1,68.6,84,26.3,35.6,Diseased
31.2,64.8,48.6,93.6,70.3,31,Healthy
30.7,56.4,23.4,46.9,77.6,32.3,Diseased
26.6,72.5,41.4,62.8,49.2,30.1,Healthy
28.4,48.9,24.9,78.4,26,14.3,Diseased
29.4,49.2,55.4,91.2,79.2,7,Diseased
29.6,78.8,56.9,88.9,17.8,18.2,Diseased
23.8,63.5,64.1,19.6,21.3,32.5,Diseased
27.6,48.7,21,29,12.1,38,Diseased
26.3,68,68.9,94.4,54.7,38.8,Diseased
22.9,42.1,49.2,33.9,35.7,39.6,Healthy
38.9,79.5,63.8,98.6,39.1,38,Diseased
33.4,71.8,49.9,74,30.9,17.2,Healthy
35.5,58.9,63.6,41.7,66.6,6.3,Diseased
25.8,79,45.1,49.5,39.2,25.8,Healthy
27.9,86.4,69.1,12.2,39.7,48.7,Diseased
22.3,80.8,65.4,88.2,27.9,41,Diseased
30.1,64.5,58.5,65.1,72,41.5,Healthy
34.2,87,59.9,20,11.9,43.5,Diseased
27.2,72,67.3,94.9,38.5,46.1,Diseased
23.2,69.1,22.2,57.5,21.5,14.8,Diseased
21.5,74.7,52.4,35.3,69.2,15.4,Healthy
20.7,47.2,51.9,85.5,64.9,13.7,Healthy
37.3,49.8,29.8,89,36.7,16.6,Diseased
24.4,47.6,34,59,25.6,33.3,Healthy
38.1,81.6,26.5,20.4,18.1,12.3,Diseased
21.3,86.8,47.9,36.7,24.9,35.1,Healthy
27.3,72.2,65.8,21.2,31.6,40.2,Diseased
36.2,44.3,33.5,72.2,73.6,33.7,Healthy
33.5,52.9,37.3,54.1,18.1,38.3,Diseased
39.7,72.3,39.8,29.4,43.5,27.1,Diseased
37.4,40.9,63,28.6,46.3,24.3,Diseased
26.3,74.8,63.6,10.2,60.9,25.3,Diseased
20.9,64.3,47.7,84.6,17.8,11.2,Diseased
37.2,49.2,47.7,44,47.6,45.8,Healthy
36.2,58.4,64.8,33.5,56.8,39.8,Diseased
